sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_options0,list_options_value0,list_options1,list_options_value1,list_options2,list_options_value2,list_options3,list_options_value3,list_options4,list_options_value4,list_options5,list_options_value5,price_skidka,img_color,name_color,description,list_img1,list_img2,quantity,delivery,quantity opc
227-lana-,http://terrakot-yarn.ru/227_lana_gold/,Lana Gold,240.0,148,Alize,Пряжа,Главная страница,,,,Состав:,"49% шерсть, 51% акрил",Метраж:,240 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,240.0,,,,http://terrakot-yarn.ru/images/items/227/00001653.jpg ; http://terrakot-yarn.ru/images/items/227/00001654.jpg ; http://terrakot-yarn.ru/images/items/227/00001656.jpg ; http://terrakot-yarn.ru/images/items/227/03813391.jpg ; http://terrakot-yarn.ru/images/items/227/03813396.jpg ; http://terrakot-yarn.ru/images/items/227/00380022.jpg ; http://terrakot-yarn.ru/images/items/227/03832164.jpg ; http://terrakot-yarn.ru/images/items/227/03841719.jpg ; http://terrakot-yarn.ru/images/items/227/03858433.jpg ; http://terrakot-yarn.ru/images/items/227/03832233.jpg ; http://terrakot-yarn.ru/images/items/227/03820808.jpg ; http://terrakot-yarn.ru/images/items/227/03813398.jpg ; http://terrakot-yarn.ru/images/items/227/03826830.jpg ; http://terrakot-yarn.ru/images/items/227/00001660.jpg ; http://terrakot-yarn.ru/images/items/227/03847999.jpg ; http://terrakot-yarn.ru/images/items/227/03832170.jpg ; http://terrakot-yarn.ru/images/items/227/03815327.jpg ; http://terrakot-yarn.ru/images/items/227/03814772.jpg ; http://terrakot-yarn.ru/images/items/227/00001661.jpg ; http://terrakot-yarn.ru/images/items/227/03818691.jpg ; http://terrakot-yarn.ru/images/items/227/03837702.jpg ; http://terrakot-yarn.ru/images/items/227/03814771.jpg ; http://terrakot-yarn.ru/images/items/227/03853436.jpg ; http://terrakot-yarn.ru/images/items/227/03837703.jpg ; http://terrakot-yarn.ru/images/items/227/03838887.jpg ; http://terrakot-yarn.ru/images/items/227/03858430.jpg ; http://terrakot-yarn.ru/images/items/227/03841713.jpg ; http://terrakot-yarn.ru/images/items/227/00001663.jpg ; http://terrakot-yarn.ru/images/items/227/03847994.jpg ; http://terrakot-yarn.ru/images/items/227/03853434.jpg ; http://terrakot-yarn.ru/images/items/227/03858455.jpg ; http://terrakot-yarn.ru/images/items/227/00001665.jpg ; http://terrakot-yarn.ru/images/items/227/00001668.jpg ; http://terrakot-yarn.ru/images/items/227/03828472.jpg ; http://terrakot-yarn.ru/images/items/227/03827007.jpg ; http://terrakot-yarn.ru/images/items/227/00001670.jpg ; http://terrakot-yarn.ru/images/items/227/03829076.jpg ; http://terrakot-yarn.ru/images/items/227/03826829.jpg ; http://terrakot-yarn.ru/images/items/227/00001671.jpg ; http://terrakot-yarn.ru/images/items/227/03832161.jpg ; http://terrakot-yarn.ru/images/items/227/03832231.jpg ; http://terrakot-yarn.ru/images/items/227/03832232.jpg ; http://terrakot-yarn.ru/images/items/227/03837705.jpg ; http://terrakot-yarn.ru/images/items/227/03838886.jpg ; http://terrakot-yarn.ru/images/items/227/03853431.jpg ; http://terrakot-yarn.ru/images/items/227/00001672.jpg,01 сливочный ; 05 бежевый ; 111 сливовый ; 118 т.зеленый ; 141 василек ; 152 натуральный ; 154 т.коралл ; 155 т.мор.волна ; 161 пудра ; 193 оливковый ; 200 сталь ; 203 джинс ; 207 натуральный беж ; 21 сер.мел. ; 215 синий джинс ; 216 канарейка ; 221 св.джинс ; 240 кофе ; 26 шоколад ; 260 сир.перс. ; 265 розов.коралл ; 29 оливковый ; 307 свекольный ; 359 ярк.розовый ; 386 полынь ; 388 пурпурный ; 390 яр.вишня ; 40 гиацинт ; 450 суровый ; 495 рубин ; 499 беж ; 55 отбелка ; 58 т.синий ; 585 речной жемчуг ; 590 т.синий ; 60 чёрный ; 600 чёрно-серый меланж ; 601 чёрно-белый меланж ; 62 молочный ; 640 т.зел.бирюза ; 650 бежевый меланж ; 651 серый меланж ; 680 кремовый ; 684 св.мыш ; 902 джинс.-т.серый меланж ; 98 розовый,"Рекомендуемый размер спиц: 4,0  6,0мм. Плотность вязания: 10см х 10см = 22п х 17,5р. Стирка в тёплой воде (температура до 30 С).Полушерстянаяпряжа Alize Lana Gold прекрасно подойдет для вязания теплых вещей: свитеров и кофт, стильных платьев и сарафанов, шарфов и шапочек. Cостав пряжиLana Gold позволяет получать мягкие вещи, хранящие тепло натуральной шерсти и обладающие практичностью акриловой нити.",http://terrakot-yarn.ru/images/items/227/yarn227big.jpg,http://terrakot-yarn.ru/images//items/227/yarn227.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
259-forev,http://terrakot-yarn.ru/259_forever_simli/,Forever Simli,120.0,75,Alize,Пряжа,Главная страница,,,,Состав:,"96% микрофибра, 4% метанит",Метраж:,280 м,Вес мотка:,50 гр,Вес упаковки:,250 гр (5 мотков),Цена за 1 моток:,120.0,,,,http://terrakot-yarn.ru/images/items/259/03829979.jpg ; http://terrakot-yarn.ru/images/items/259/03829981.jpg ; http://terrakot-yarn.ru/images/items/259/03829977.jpg ; http://terrakot-yarn.ru/images/items/259/03836030.jpg ; http://terrakot-yarn.ru/images/items/259/03829946.jpg ; http://terrakot-yarn.ru/images/items/259/03836031.jpg ; http://terrakot-yarn.ru/images/items/259/03829972.jpg ; http://terrakot-yarn.ru/images/items/259/03852269.jpg ; http://terrakot-yarn.ru/images/items/259/03829984.jpg ; http://terrakot-yarn.ru/images/items/259/03829973.jpg ; http://terrakot-yarn.ru/images/items/259/03829978.jpg ; http://terrakot-yarn.ru/images/items/259/03841845.jpg ; http://terrakot-yarn.ru/images/items/259/03829974.jpg ; http://terrakot-yarn.ru/images/items/259/03829975.jpg ; http://terrakot-yarn.ru/images/items/259/03829983.jpg ; http://terrakot-yarn.ru/images/items/259/03836032.jpg ; http://terrakot-yarn.ru/images/items/259/03836033.jpg,01 молочный ; 106 красный ; 141 василёк ; 158 сирень ; 16 т.бирюза ; 282 само ; 32 бл.роза ; 328 ярк.зелень ; 35 т.зелёный ; 376 бирюза ; 39 флокс ; 396 малина ; 40 гиацинт ; 55 белый ; 60 чёрный ; 610 зелен.бирюза ; 619 т.персик ; 83 тыква,"Рекомендуемый размер для вязанияспиц: 23,5мм; крючок №0,751,5. Ручная стирка в теплой воде (температура до 30 С).;;Необычайно красивая классическая пряжа с люрексом  прочная, мягкая и шелковистая. Она предназначена для вязания летних и весенних вещей и прекрасно подойдет как для спиц, так и для крючка. Благодаря удачно подобранному в тон пряжи люрексу создается впечатление, что она светится изнутри. Материал прекрасно подойдет для вязания нарядных топиков, ажурных кофточек, платьев и костюмов, а также для отделки.",http://terrakot-yarn.ru/images/items/259/yarn259big.jpg,http://terrakot-yarn.ru/images//items/259/yarn259.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
417-forev,http://terrakot-yarn.ru/417_forever/,Forever,100.0,65,Alize,Пряжа,Главная страница,,,,Состав:,100% микрофибра,Метраж:,300 м,Вес мотка:,50 гр,Вес упаковки:,250 гр (5 мотков),Цена за 1 моток:,100.0,,,,http://terrakot-yarn.ru/images/items/417/03822955.jpg ; http://terrakot-yarn.ru/images/items/417/03822942.jpg ; http://terrakot-yarn.ru/images/items/417/03822946.jpg ; http://terrakot-yarn.ru/images/items/417/03852267.jpg ; http://terrakot-yarn.ru/images/items/417/03822956.jpg ; http://terrakot-yarn.ru/images/items/417/03822948.jpg ; http://terrakot-yarn.ru/images/items/417/03822954.jpg ; http://terrakot-yarn.ru/images/items/417/03836036.jpg ; http://terrakot-yarn.ru/images/items/417/03822944.jpg ; http://terrakot-yarn.ru/images/items/417/03841846.jpg ; http://terrakot-yarn.ru/images/items/417/03822934.jpg ; http://terrakot-yarn.ru/images/items/417/03836037.jpg ; http://terrakot-yarn.ru/images/items/417/03822940.jpg ; http://terrakot-yarn.ru/images/items/417/03829989.jpg ; http://terrakot-yarn.ru/images/items/417/03822941.jpg ; http://terrakot-yarn.ru/images/items/417/03852268.jpg ; http://terrakot-yarn.ru/images/items/417/03822952.jpg ; http://terrakot-yarn.ru/images/items/417/03822950.jpg ; http://terrakot-yarn.ru/images/items/417/03824798.jpg ; http://terrakot-yarn.ru/images/items/417/03822957.jpg ; http://terrakot-yarn.ru/images/items/417/03822936.jpg ; http://terrakot-yarn.ru/images/items/417/03841847.jpg ; http://terrakot-yarn.ru/images/items/417/03822939.jpg ; http://terrakot-yarn.ru/images/items/417/03822953.jpg ; http://terrakot-yarn.ru/images/items/417/03829992.jpg ; http://terrakot-yarn.ru/images/items/417/03822945.jpg ; http://terrakot-yarn.ru/images/items/417/03822932.jpg ; http://terrakot-yarn.ru/images/items/417/03822933.jpg ; http://terrakot-yarn.ru/images/items/417/03829991.jpg ; http://terrakot-yarn.ru/images/items/417/03829990.jpg ; http://terrakot-yarn.ru/images/items/417/03830960.jpg ; http://terrakot-yarn.ru/images/items/417/03830958.jpg ; http://terrakot-yarn.ru/images/items/417/03830959.jpg,01 суровый ; 106 т.красный ; 110 солнечный ; 111 сливовый ; 141 синий ; 149 мальва ; 150 коричневый ; 158 сиреневый ; 16 т.бирюза ; 167 серобеж. ; 26 шоколад ; 282 само ; 292 жемчужный ; 298 золотистый беж ; 32 св.розовый ; 328 ярк.зелень ; 339 т.вишня ; 35 зеленый ; 361 т.синий ; 376 бирюза ; 39 розовый лепесток ; 394 верблюжий ; 396 малина ; 40 св.гиацинт ; 459 серый ; 488 т.жёлтый ; 52 св.серый ; 55 белый ; 60 черный ; 610 зелёная бирюза ; 612 салат ; 619 т.персик ; 621 фуксия ; 622 темн.сирень ; 83 тыква,"Рекомендуемый размер спиц: 2,5  3,0мм, крючок: №0,75  1,5. Стирка в тёплой воде (температура до 30 С).;;Легкая пряжа Forever предназначена для вязания весеннелетних вещей. Это прочная, бархатистая, воздухопроницаемая ниточка, приятная в работе и, конечно, в носке. Из пряжи Forever можно вязать исключительные по красоте и комфортности летние костюмы, ажурные кофточки, топы, юбки и многое другое. Рукодельницы могут использовать пряжу как для работы со спицами, так и для вязания крючком.;",http://terrakot-yarn.ru/images/items/417/yarn417big.jpg,http://terrakot-yarn.ru/images//items/417/yarn417.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1230-fash,http://terrakot-yarn.ru/1230_fashion_boucle/,Fashion Boucle,240.0,148,Alize,Пряжа,Главная страница,,,,Состав:,70% акрил - 25% шерсть - 5% полиамид,Метраж:,35 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,240.0,,,,http://terrakot-yarn.ru/images/items/1230/03848219.jpg,60 черный,"Рекомендуемый размер спиц: 1215, крючка: 1020.Необычная объемная, воздушная, мягкая и рыхлая фантазийная пряжа. Из нееполучатся шикарные пальто, кардиганы, снуды, шапки.",http://terrakot-yarn.ru/images/items/1230/yarn1230big.jpg,http://terrakot-yarn.ru/images//items/1230/yarn1230.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
225-fancy,http://terrakot-yarn.ru/225_fancy_alpaca_rainbow/,Fancy Alpaca Rainbow,730.0,456,Alize,Пряжа,Главная страница,,,,Состав:,"15% альпака, 15% шерсть, 60% акрил, 10% полиэстер",Метраж:,875 м,Вес мотка:,350 гр,Вес упаковки:,350 гр (1 мотков),Цена за 1 моток:,730.0,,,,http://terrakot-yarn.ru/images/items/225/03818582.jpg ; http://terrakot-yarn.ru/images/items/225/03818709.jpg ; http://terrakot-yarn.ru/images/items/225/03818718.jpg ; http://terrakot-yarn.ru/images/items/225/03818714.jpg ; http://terrakot-yarn.ru/images/items/225/03818713.jpg ; http://terrakot-yarn.ru/images/items/225/03818583.jpg ; http://terrakot-yarn.ru/images/items/225/03820856.jpg ; http://terrakot-yarn.ru/images/items/225/03818717.jpg ; http://terrakot-yarn.ru/images/items/225/03818584.jpg ; http://terrakot-yarn.ru/images/items/225/03820858.jpg ; http://terrakot-yarn.ru/images/items/225/03832183.jpg ; http://terrakot-yarn.ru/images/items/225/03818716.jpg ; http://terrakot-yarn.ru/images/items/225/03818711.jpg,1001 чёрный-белый ; 1003 т.син-сероголуб. ; 1004 оливковый мел. ; 1008 чёрный-красный ; 1009 кофе-сливки ; 1010 беж-коричневый ; 1019 брусн.-чернич. ; 1069 беж-молочный ; 1250 василёк-чёрный ; 1304 чёрный-серый ; 1329 корич-терр. ; 55 белый ; 60 чёрный,"Рекомендуемый размер спиц: 4,0  6,0мм, крючок: №2,0  4,0. Стирка в тёплой воде (температура до 30 С).;;Мягкая, нежная наощупь, буклированая нить средней толщины. Пряжа подходит для теплых демисезонных и зимних вещей: пальто, курток, кофт, пончо, вяжут также покрывала и пледы. Готовое изделие получается пышным, теплым и уютным. Пряжа имеет плавный переход из одного цвета в другой, благодаря чему изделие получается нарядным и приятным для глаз.",http://terrakot-yarn.ru/images/items/225/yarn225big.jpg,http://terrakot-yarn.ru/images//items/225/yarn225.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
262-extra,http://terrakot-yarn.ru/262_extra/,Extra,160.0,97,Alize,Пряжа,Главная страница,,,,Состав:,"90% акрил, 10% шерсть",Метраж:,220 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,160.0,,,,http://terrakot-yarn.ru/images/items/262/03837884.jpg ; http://terrakot-yarn.ru/images/items/262/03837870.jpg ; http://terrakot-yarn.ru/images/items/262/03837871.jpg ; http://terrakot-yarn.ru/images/items/262/03837890.jpg ; http://terrakot-yarn.ru/images/items/262/03844286.jpg ; http://terrakot-yarn.ru/images/items/262/03853708.jpg ; http://terrakot-yarn.ru/images/items/262/03844281.jpg ; http://terrakot-yarn.ru/images/items/262/03844288.jpg ; http://terrakot-yarn.ru/images/items/262/03841834.jpg ; http://terrakot-yarn.ru/images/items/262/03837865.jpg ; http://terrakot-yarn.ru/images/items/262/03837867.jpg ; http://terrakot-yarn.ru/images/items/262/03837894.jpg ; http://terrakot-yarn.ru/images/items/262/03844287.jpg ; http://terrakot-yarn.ru/images/items/262/03837887.jpg ; http://terrakot-yarn.ru/images/items/262/03837889.jpg ; http://terrakot-yarn.ru/images/items/262/03837885.jpg ; http://terrakot-yarn.ru/images/items/262/03853703.jpg ; http://terrakot-yarn.ru/images/items/262/03853704.jpg ; http://terrakot-yarn.ru/images/items/262/03844292.jpg ; http://terrakot-yarn.ru/images/items/262/03837869.jpg ; http://terrakot-yarn.ru/images/items/262/03837879.jpg ; http://terrakot-yarn.ru/images/items/262/03837696.jpg ; http://terrakot-yarn.ru/images/items/262/03841831.jpg ; http://terrakot-yarn.ru/images/items/262/03841837.jpg ; http://terrakot-yarn.ru/images/items/262/03837877.jpg ; http://terrakot-yarn.ru/images/items/262/03844283.jpg ; http://terrakot-yarn.ru/images/items/262/03837875.jpg ; http://terrakot-yarn.ru/images/items/262/03854846.jpg ; http://terrakot-yarn.ru/images/items/262/03844289.jpg ; http://terrakot-yarn.ru/images/items/262/03844285.jpg ; http://terrakot-yarn.ru/images/items/262/03837878.jpg ; http://terrakot-yarn.ru/images/items/262/03837891.jpg ; http://terrakot-yarn.ru/images/items/262/03837881.jpg ; http://terrakot-yarn.ru/images/items/262/03837874.jpg ; http://terrakot-yarn.ru/images/items/262/03844284.jpg ; http://terrakot-yarn.ru/images/items/262/03841833.jpg ; http://terrakot-yarn.ru/images/items/262/03837873.jpg ; http://terrakot-yarn.ru/images/items/262/03837892.jpg ; http://terrakot-yarn.ru/images/items/262/03844290.jpg ; http://terrakot-yarn.ru/images/items/262/03837880.jpg ; http://terrakot-yarn.ru/images/items/262/03837868.jpg,01 молочный ; 100 полынь ; 106 красный ; 117 салат ; 137 коричневый ; 145 персик ; 149 малина ; 152 лён ; 156 лагуна ; 167 беж ; 170 роз.лепесток ; 171 флокс ; 191 розовый ; 20 изумруд ; 21 серый ; 210 трава ; 212 мор.волна ; 214 болото ; 216 жёлтый ; 240 кофе ; 245 бирюза ; 26 шоколад ; 287 св.бирюза ; 289 т.голубой ; 29 т.олива ; 306 слива ; 328 ярк.зелень ; 363 св.розовый ; 407 оранжевый ; 48 сир.перс. ; 55 белый ; 56 алый ; 57 бордо ; 598 изумруд ; 615 каштан ; 62 молочный ; 621 ярк.орхидея ; 644 сирень ; 661 т.коралл ; 74 фиолетовый ; 95 песок,"Рекомендуемый размер спиц: 4,0  5,0мм, крючок: №3,0. Плотность вязания: 10 см. х 10 см. = 20п. х 25р. Ручная стирка.;;;Шерстяная пряжа, прочная, нервущаяся, идеально выносливая при трениях. Предназначена для домашних пинеток, носков, тапочек, декоративных подушек, покрывал и др. В пряже Extra разнообразные трендовые яркие и натуральные расцветки.",http://terrakot-yarn.ru/images/items/262/yarn262big.jpg,http://terrakot-yarn.ru/images//items/262/yarn262.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
439-extra,http://terrakot-yarn.ru/439_extra_folklorik/,Extra Folklorik,170.0,108,Alize,Пряжа,Главная страница,,,,Состав:,100% акрил,Метраж:,210 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,170.0,,,,http://terrakot-yarn.ru/images/items/439/03837899.jpg ; http://terrakot-yarn.ru/images/items/439/03837903.jpg ; http://terrakot-yarn.ru/images/items/439/03837901.jpg ; http://terrakot-yarn.ru/images/items/439/03841804.jpg,4873 бел-сер-сирень ; 4884 жел-зел-крас. ; 4893 фестиваль ; 4897 зол-фиолет,"Рекомендуемый размер спиц: 2,5  4,0мм, крючок: №2,0  4,0. Стирка в тёплой воде (температура до 30 С).;;Особо прочная нервущаясяпряжа предназначена для вязания пинеток,тапочек, носков, декоративных подушек, пледов, покрывал.;Можно использовать для вязания оригинальных шалей и палантинов, а также верхней одежды.;Разнообразные трендовые оттенки отнатуральныхдо ярких.",http://terrakot-yarn.ru/images/items/439/yarn439big.jpg,http://terrakot-yarn.ru/images//items/439/yarn439.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
413-diva-,http://terrakot-yarn.ru/413_diva_batik/,Diva Batik,200.0,124,Alize,Пряжа,Главная страница,,,,Состав:,100% микрофибра,Метраж:,350 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,200.0,,,,http://terrakot-yarn.ru/images/items/413/03822785.jpg ; http://terrakot-yarn.ru/images/items/413/03822777.jpg ; http://terrakot-yarn.ru/images/items/413/03836087.jpg ; http://terrakot-yarn.ru/images/items/413/03846407.jpg ; http://terrakot-yarn.ru/images/items/413/03855644.jpg ; http://terrakot-yarn.ru/images/items/413/03855642.jpg ; http://terrakot-yarn.ru/images/items/413/03855640.jpg,1900 серый меланж ; 3241 радуга ; 4537 зел-джинс-алый ; 5740 мол-сер-коралл ; 6785 детский ; 6790 т.сер-кор-липа-гол-джинс ; 6794 роз-т.роз-джинс-песок,"Рекомендуемый размер спиц: 2,5  3,5мм, крючок: №1,5  3,0. Стирка в тёплой воде (температура до 30 С).Приятная на ощупь, обладающая высокой гигроскопичностью, пряжа Diva из микрофибры подойдет для самых разных вязаных изделий: сарафанов, туник, платьев, легких костюмов, кофт, шалей и накидок.",http://terrakot-yarn.ru/images/items/413/yarn413big.jpg,http://terrakot-yarn.ru/images//items/413/yarn413.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
234-diva-,http://terrakot-yarn.ru/234_diva_baby/,Diva Baby,180.0,112,Alize,Пряжа,Главная страница,,,,Состав:,100% микрофибра,Метраж:,350 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,180.0,,,,http://terrakot-yarn.ru/images/items/234/03839662.jpg ; http://terrakot-yarn.ru/images/items/234/03853724.jpg ; http://terrakot-yarn.ru/images/items/234/03839661.jpg ; http://terrakot-yarn.ru/images/items/234/03839656.jpg ; http://terrakot-yarn.ru/images/items/234/03839654.jpg ; http://terrakot-yarn.ru/images/items/234/03839659.jpg ; http://terrakot-yarn.ru/images/items/234/03841843.jpg ; http://terrakot-yarn.ru/images/items/234/03839653.jpg ; http://terrakot-yarn.ru/images/items/234/03839664.jpg ; http://terrakot-yarn.ru/images/items/234/03839672.jpg ; http://terrakot-yarn.ru/images/items/234/03839663.jpg ; http://terrakot-yarn.ru/images/items/234/03839655.jpg ; http://terrakot-yarn.ru/images/items/234/03839652.jpg ; http://terrakot-yarn.ru/images/items/234/03839657.jpg ; http://terrakot-yarn.ru/images/items/234/03855625.jpg ; http://terrakot-yarn.ru/images/items/234/03839651.jpg ; http://terrakot-yarn.ru/images/items/234/03839665.jpg ; http://terrakot-yarn.ru/images/items/234/03839667.jpg ; http://terrakot-yarn.ru/images/items/234/03839668.jpg ; http://terrakot-yarn.ru/images/items/234/03839673.jpg ; http://terrakot-yarn.ru/images/items/234/03839669.jpg ; http://terrakot-yarn.ru/images/items/234/03839658.jpg,01 сливочный ; 1055 сахарный белый ; 112 голубой ; 117 т.салат ; 121 ярк.розовый ; 134 св.оранж ; 143 бл.розовый ; 149 т.мальва ; 185 св.розовый ; 187 св.желтый ; 216 желтый ; 23 розовый флюр ; 24 т.гол.бирюза ; 276 розовый персик ; 282 св.персиковый ; 288 ярк.коралл ; 43 сирень ; 450 кремовый ; 55 белый ; 56 алый ; 62 молочный ; 70 т.багряный,"Рекомендуемый размер спиц: 2,5  3,5мм, крючок: №1,5  3,0. Стирка в тёплой воде (температура до 30 С).;;Мягкая, классическая пряжа с микрофиброй, за счет чего все вещи получаются мягкими и уютными. Микрофибра оптимальна для летних сарафанов, а также платьев и накидок. Не скатывается, не вызывает аллергию, не линяет и не оставляет ворсинок.",http://terrakot-yarn.ru/images/items/234/yarn234big.jpg,http://terrakot-yarn.ru/images//items/234/yarn234.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
415-diva-,http://terrakot-yarn.ru/415_diva_stretch/,Diva Stretch,250.0,158,Alize,Пряжа,Главная страница,,,,Состав:,"92% микрофибра, 8% эластан",Метраж:,400 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,250.0,,,,http://terrakot-yarn.ru/images/items/415/03822792.jpg ; http://terrakot-yarn.ru/images/items/415/03822805.jpg ; http://terrakot-yarn.ru/images/items/415/03822794.jpg ; http://terrakot-yarn.ru/images/items/415/03822800.jpg ; http://terrakot-yarn.ru/images/items/415/03822802.jpg ; http://terrakot-yarn.ru/images/items/415/03845644.jpg ; http://terrakot-yarn.ru/images/items/415/03822799.jpg ; http://terrakot-yarn.ru/images/items/415/03847146.jpg ; http://terrakot-yarn.ru/images/items/415/03845643.jpg ; http://terrakot-yarn.ru/images/items/415/03830938.jpg ; http://terrakot-yarn.ru/images/items/415/03822803.jpg ; http://terrakot-yarn.ru/images/items/415/03834890.jpg ; http://terrakot-yarn.ru/images/items/415/03830935.jpg,106 красный ; 109 липа ; 132 василек ; 158 фиалка ; 178 т.розовый ; 245 гол.бирюза ; 368 бежевый ; 376 св.бирюза ; 378 фуксия ; 396 алый ; 488 жёлтый ; 55 белый ; 610 весенняя зелень ; 619 т.персик,"Рекомендуемый размер спиц: 2,5  3,5мм, крючок: №1,5  3,0. Стирка в тёплой воде (температура до 30 С).;;ИзDiva Stretch можно вязать не только стильные вещи по фигуре, но даже модные в нынешнем сезоне вязаные купальники. Упругая нить прекрасно ложится в любой выбранный узор, даже самый сложный. Готовые изделия быстро сохнут и совершенно не подвержены деформации благодаря отлично сбалансированному составу.",http://terrakot-yarn.ru/images/items/415/yarn415big.jpg,http://terrakot-yarn.ru/images//items/415/yarn415.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
