sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_optoins0,list_optoins_value0,list_optoins1,list_optoins_value1,list_optoins2,list_optoins_value2,list_optoins3,list_optoins_value3,list_optoins4,list_optoins_value4,list_optoins5,list_optoins_value5,list_options9,list_optoins_value9,list_options8,list_optoins_value8,list_options7,list_optoins_value7,list_img,description,img_color,name_color,quantity,quantity opc
1502-dets,http://terrakot-yarn.ru/1502_detskaja_obemnaja_(100)/,ДЕТСКАЯ ОБЪЕМНАЯ (100),160.0,102,Пехорка,Пряжа,Главная страница,,,,Состав:,100% микрофибра,Метраж:,200 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,102.00 руб,,,,,,,,,"/images/items/1502/03853957.jpg,/images/items/1502/03854953.jpg,/images/items/1502/03858299.jpg,/images/items/1502/03853958.jpg,/images/items/1502/03853959.jpg,/images/items/1502/03853960.jpg,/images/items/1502/03853961.jpg,/images/items/1502/03853962.jpg,/images/items/1502/03857323.jpg,/images/items/1502/03854954.jpg,/images/items/1502/03853964.jpg,/images/items/1502/03853965.jpg,/images/items/1502/03853966.jpg,/images/items/1502/03853967.jpg,/images/items/1502/03853968.jpg,/images/items/1502/03853969.jpg,/images/items/1502/03853971.jpg,/images/items/1502/03853972.jpg,/images/items/1502/03858269.jpg,/images/items/1502/03853973.jpg,/images/items/1502/03857324.jpg,/images/items/1502/03853974.jpg",,"[['/images/items/1502/yarn1502big.jpg'], ['/images//items/1502/yarn1502.png']]","Детская Объемная (100) 01 белый,Детская Объемная (100) 02 черный,Детская Объемная (100) 04 т.синий,Детская Объемная (100) 05 голубой,Детская Объемная (100) 1065 кофе с молоком,Детская Объемная (100) 112 арктика,Детская Объемная (100) 12 желток,Детская Объемная (100) 14 морская волна,Детская Объемная (100) 165 т.бежевый,Детская Объемная (100) 179 фиалка,Детская Объемная (100) 180 св.бегония,Детская Объемная (100) 181 жемчуг,Детская Объемная (100) 191 ежевика,Детская Объемная (100) 21 брусника,Детская Объемная (100) 244 алый,Детская Объемная (100) 258 беж,Детская Объемная (100) 26 василек,Детская Объемная (100) 284 оранжевый,Детская Объемная (100) 29 розов.сирень,Детская Объемная (100) 35 марнго,Детская Объемная (100) 41 салатовый,Детская Объемная (100) 45 т.бирюза,Детская Объемная (100) 581 св.изумруд,Детская Объемная (100) 583 бирюза,Детская Объемная (100) 59 мышонок,Детская Объемная (100) 76 розовый бутон,Детская Объемная (100) 868 пудра,Детская Объемная (100) 98 лесн.колокол.",10,10;10;10;10;10;10;10;10;10
58-detska,http://terrakot-yarn.ru/58_detskaja_novinka/,Детская Новинка,80.0,51,Пехорка,Пряжа,Главная страница,,,,Состав:,100% акрил высокообъёмный,Метраж:,200 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,51.00 руб,,,,,,,,,"/images/items/58/03809044.jpg,/images/items/58/03809339.jpg,/images/items/58/03811614.jpg,/images/items/58/03809046.jpg,/images/items/58/03814306.jpg,/images/items/58/03812193.jpg,/images/items/58/03811615.jpg,/images/items/58/03855959.jpg,/images/items/58/03857315.jpg,/images/items/58/03811616.jpg,/images/items/58/03856812.jpg,/images/items/58/03812194.jpg,/images/items/58/03818301.jpg,/images/items/58/03848200.jpg,/images/items/58/03809048.jpg,/images/items/58/03848201.jpg,/images/items/58/03809049.jpg,/images/items/58/03809050.jpg,/images/items/58/03813332.jpg,/images/items/58/03848738.jpg,/images/items/58/03831429.jpg,/images/items/58/03851099.jpg,/images/items/58/03812198.jpg,/images/items/58/03809673.jpg,/images/items/58/03847666.jpg,/images/items/58/03831430.jpg,/images/items/58/03813880.jpg,/images/items/58/03831431.jpg,/images/items/58/03813881.jpg,/images/items/58/03813882.jpg,/images/items/58/03817910.jpg,/images/items/58/03836427.jpg,/images/items/58/03847303.jpg,/images/items/58/03835611.jpg,/images/items/58/03809995.jpg,/images/items/58/03817911.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Пряжа ""Детская новинка"" выполнена из высококачественного акрила, в ней используются только гипоаллергенные красители, т.к. пряжа предназначена для детей. Изделия получаются мягкие, не вызывают аллергию, цветовая палитра очень разнообразна, от блеклых цветов, до кричащих оттенков. Нитка плотного крручения, что позволяет ей легко скользить как по спицам, так и по крючку.","[['/images/items/58/yarn58big.jpg'], ['/images//items/58/yarn58.png']]","01 белый,02 чёрный,05 голубой,06 красный,07 бордо,08 св.серый,11 яр.розовый,12 желток,15 т.голубой,165 т.бежевый,166 суровый,171 весна,174 стальной,179 фиалка,18 персик,180 св.бегония,185 земляника,187 капучино,191 ежевика,21 брусника,255 джинсовый,26 василёк,284 оранжевый,324 св.азалия,33 золотая олива,335 изумруд,340 листопад,351 св.коралл,363 св.вишня,389 св.фиалка,434 зеленый,446 т.серый,45 т.бирюза,483 незрелый лимон,490 самшит,519 венерин башмачок,567 т.фиалка,581 св.изумруд,583 бирюза,599 увядшая роза,65 экзотика,73 айсберг,742 бильярд,781 ягодный,79 календула,84 малиновый мусс,88 красный мак,89 фрез",10,10;10;10;10;10;10;10;10;10
61-dereve,http://terrakot-yarn.ru/61_derevenskaja/,Деревенская,230.0,141,Пехорка,Пряжа,Главная страница,,,,Состав:,100% полугрубая шерсть,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,141.00 руб,,,,,,,,,"/images/items/61/00003342.jpg,/images/items/61/00003343.jpg,/images/items/61/00003350.jpg,/images/items/61/03814986.jpg,/images/items/61/00003354.jpg,/images/items/61/03814987.jpg,/images/items/61/03809041.jpg,/images/items/61/00003357.jpg,/images/items/61/00003360.jpg,/images/items/61/03836843.jpg,/images/items/61/03805154.jpg,/images/items/61/00003365.jpg,/images/items/61/00003367.jpg","Рекомендованный номер спиц: 2,5 - 3,5мм; крючка: №2,5 - 3,0. Бережная ручная стирка, max 30°C.;Пряжа изготовлена из шерстяной, полугрубой шерсти, имеет плотную структуру. Носки получаются теплыми и прочными. Подойдет для вязания пледов.;; ","[['/images/items/61/yarn61big.jpg'], ['/images//items/61/yarn61.png']]","01 белый,02 чёрный,14 мор.волна,174 стальной,177 гол.небо,191 ежевика,251 коричневый,255 джинсовый,35 моренго,447 горчица,513 кора,573 т.изумруд,59 мышонок,88 красный мак",10,10;10;10;10;10;10;10;10;10
69-glamur,http://terrakot-yarn.ru/69_glamurnaja/,Гламурная,140.0,87,Пехорка,Пряжа,Главная страница,,,,Состав:,"35% мериносовая шерсть, 35% акрил, 30% полиамид",Метраж:,175 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,87.00 руб,,,,,,,,,"/images/items/69/03841636.jpg,/images/items/69/03843351.jpg,/images/items/69/03854810.jpg,/images/items/69/03842379.jpg,/images/items/69/03855934.jpg,/images/items/69/03858245.jpg,/images/items/69/03841642.jpg,/images/items/69/03855935.jpg,/images/items/69/03841644.jpg,/images/items/69/03854815.jpg",,"[['/images/items/69/yarn69big.jpg'], ['/images//items/69/yarn69.png']]","01 белый,02 черная,04 т.синий,05 голубой,06 красный,1024 сиреневосерый,180 св.бегония,191 ежевика,255 джинсовый,256 св.джинса,29 розовая сирень,33 золотая олива,35 моренго,374 розовый беж,386 св.серый меланж,39 сероголубой,442 натуральный,491 ультрамарин,583 бирюза,771 сиреневый меланж,96 серый меланж",10,10;10;10;10;10;10;10;10;10
37-viskoz,http://terrakot-yarn.ru/37_viskoza_naturalnaja/,Вискоза Натуральная,200.0,126,Пехорка,Пряжа,Главная страница,,,,Состав:,100% вискоза,Метраж:,400 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,126.00 руб,,,,,,,,,"/images/items/37/03812417.jpg,/images/items/37/03815207.jpg,/images/items/37/03812418.jpg,/images/items/37/03812420.jpg,/images/items/37/03815681.jpg,/images/items/37/03812432.jpg,/images/items/37/03823671.jpg,/images/items/37/03830196.jpg,/images/items/37/03812428.jpg,/images/items/37/03812430.jpg,/images/items/37/03815210.jpg","Рекомендованный номер крючка: 2-2,5мм, спиц: 2мм. Бережная ручная стирка, max 30°C.;Пряжа шелковистая, мягкая, приятная на ощупь, не вызывает аллергии. Яркие сочные цвета, идеально соответсвуют летнему настроению.","[['/images/items/37/yarn37big.jpg'], ['/images//items/37/yarn37.png']]","06 красный,125 камелия,15 т.голубой,180 св.бегония,20 розовый,422 золотой улей,483 незрелый лимон,53 св.жёлтый,596 св.золото,65 экзотика,78 фиолетовый,80 канарейка",10,10;10;10;10;10;10;10;10;10
47-verblj,http://terrakot-yarn.ru/47_verbljuzhja/,Верблюжья,230.0,143,Пехорка,Пряжа,Главная страница,,,,Состав:,"65% верблюжья шерсть, 35% акрил",Метраж:,600 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,143.00 руб,,,,,,,,,"/images/items/47/03817901.jpg,/images/items/47/00556203.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Верблюжья шерсть - обладает лечебными свойствами, хорошо поддерживает температурный баланс кожи. Пряжа тонкого кручения, идеально подойдет для вязания носков, легких кофт. ","[['/images/items/47/yarn47big.jpg'], ['/images//items/47/yarn47.png']]","165 т.беж.,412 верблюжий",10,10;10;10;10;10;10;10;10;10
57-bisern,http://terrakot-yarn.ru/57_bisernaja/,Бисерная,160.0,102,Пехорка,Пряжа,Главная страница,,,,Состав:,100% акрил высокообъёмный,Метраж:,450 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,102.00 руб,,,,,,,,,"/images/items/57/03812375.jpg,/images/items/57/03812376.jpg,/images/items/57/03812378.jpg,/images/items/57/03812379.jpg,/images/items/57/03812380.jpg,/images/items/57/03814613.jpg,/images/items/57/03814612.jpg,/images/items/57/03817892.jpg,/images/items/57/03818293.jpg,/images/items/57/03814615.jpg,/images/items/57/03812934.jpg,/images/items/57/03852766.jpg,/images/items/57/03823665.jpg,/images/items/57/03814617.jpg,/images/items/57/03814618.jpg,/images/items/57/03812384.jpg,/images/items/57/03832762.jpg,/images/items/57/03854799.jpg,/images/items/57/03832763.jpg,/images/items/57/03814620.jpg,/images/items/57/03848737.jpg,/images/items/57/03837652.jpg,/images/items/57/03831427.jpg,/images/items/57/03846075.jpg,/images/items/57/03850033.jpg,/images/items/57/03832295.jpg,/images/items/57/03812939.jpg,/images/items/57/03812937.jpg,/images/items/57/03832320.jpg,/images/items/57/03818297.jpg,/images/items/57/03813875.jpg,/images/items/57/03831428.jpg,/images/items/57/03823668.jpg,/images/items/57/03851538.jpg,/images/items/57/03812389.jpg,/images/items/57/03812391.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Тоненькая акриловая нить, по круточке похожа на ниточку с бисером. Из пряжи ""Бисерная"" красиво получаются шали, палантины, рисунок смотрится фактурно, особенно, когда он связан крючком.","[['/images/items/57/yarn57big.jpg'], ['/images//items/57/yarn57.png']]","01 белый,02 чёрный,05 голубой,06 красный,07 бордо,11 яр.розовый,119 горох,124 песочный,125 камелия,166 суровый,178 св.сиреневый,185 земляника,189 яркооранжевый,191 ежевика,193 св.салат,195 незабудка,242 гжель,244 алый,250 рябина,279 шампанское,296 лайм,35 маренго,37 липа,377 кофейный,38 полынь,42 слива,422 золотой улей,447 горчица,48 серый,480 яр.зелень,483 незрел.лимон,485 жёлтооранжевый,491 ультрамарин,567 т.фиалка,573 тёмный изумруд,698 т.фиолетовый,725 солнечный,76 роз.бутон,96 серый меланж",10,10;10;10;10;10;10;10;10;10
72-beloe-,http://terrakot-yarn.ru/72_beloe_kruzhevo/,Белое Кружево,120.0,75,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,475 м,Вес мотка:,50 гр,Вес упаковки:,200 гр (4 мотков),Цена за 1 моток:,75.00 руб,,,,,,,,,/images/items/72/03830747.jpg,"Рекомендованный номер крючка: №0,9 - 1,1. Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Белое кружево"". Отлично подойдет для вывязывания ажурных салфеток и скатертей, многие вязальщицы используют эту нить в ирландском кружеве на сеточку.","[['/images/items/72/yarn72big.jpg'], ['/images//items/72/yarn72.png']]",01 белый,10,10;10;10;10;10;10;10;10;10
560-azhur,http://terrakot-yarn.ru/560_azhurnaja/,Ажурная,110.0,71,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,280 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,71.00 руб,,,,,,,,,"/images/items/560/03845268.jpg,/images/items/560/03844630.jpg,/images/items/560/03844850.jpg,/images/items/560/03844597.jpg,/images/items/560/03845269.jpg,/images/items/560/03844851.jpg,/images/items/560/03850039.jpg,/images/items/560/03844600.jpg,/images/items/560/03845276.jpg,/images/items/560/03844601.jpg,/images/items/560/03845270.jpg,/images/items/560/03844602.jpg,/images/items/560/03845271.jpg,/images/items/560/03845272.jpg,/images/items/560/03845273.jpg,/images/items/560/03852309.jpg,/images/items/560/03844852.jpg,/images/items/560/03844603.jpg,/images/items/560/03850040.jpg,/images/items/560/03845274.jpg,/images/items/560/03846069.jpg,/images/items/560/03844604.jpg,/images/items/560/03851105.jpg,/images/items/560/03844853.jpg,/images/items/560/03844605.jpg,/images/items/560/03844606.jpg,/images/items/560/03846441.jpg,/images/items/560/03846071.jpg","Рекомендованный номер крючка: №1,2 - 1,5. Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Ажурная"". Отлично подойдет для вывязывания ажурных салфеток и скатертей. Туники, летние береты, шапочки - вот тот небольшой ассортимент изделий, которые можно связать из этой пряжи. ","[['/images/items/560/yarn560big.jpg'], ['/images//items/560/yarn560.png']]","05 голубой,07 бордо,08 св.серый,12 желток,14 морская волна,15 т.голубой,173 грильяж,179 фиалка,180 св.бегония,181 жемчуг,189 яркооранжевый,194 рыжик,20 розовый,21 брусника,22 сирень,223 св.бирюза,26 василек,393 св.моренго,411 мята,439 малиновый,447 горчица,480 ярк.зелень,485 желт.оранж.,511 зелёнка,63 льдинка,65 экзотика,74 крокус,787 марсала",10,10;10;10;10;10;10;10;10;10
572-avstr,http://terrakot-yarn.ru/572_avstralijskij_merinos/,Австралийский Меринос,430.0,268,Пехорка,Пряжа,Главная страница,,,,Состав:,"95% мериносовая шерсть, 5% акрил высокообъёмный",Метраж:,400 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,268.00 руб,,,,,,,,,"/images/items/572/03843039.jpg,/images/items/572/03842588.jpg,/images/items/572/03853948.jpg,/images/items/572/03848175.jpg,/images/items/572/03854805.jpg,/images/items/572/03857325.jpg,/images/items/572/03843345.jpg,/images/items/572/03842591.jpg,/images/items/572/03843346.jpg,/images/items/572/03857326.jpg,/images/items/572/03849393.jpg,/images/items/572/03853949.jpg,/images/items/572/03842593.jpg,/images/items/572/03842596.jpg,/images/items/572/03843347.jpg,/images/items/572/03847299.jpg,/images/items/572/03847300.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;""Австралийский меринос"" - пряжа премиум класса, изготовленна из высокачественной шерсти, полученной от специальной мериносовой породы овец. Изделия выполняют функцию теплообмена, подойдет даже для очень чувствительной кожи. Можно вязать как в одну ниточку, так и в две. Вещи, связанные из этой пряжи, смотрятся фактурно, узоры получаются рельефными.","[['/images/items/572/yarn572big.jpg'], ['/images//items/572/yarn572.png']]","Австралийский меринос 01 белый,Австралийский меринос 02 черный,Австралийский меринос 04 т.синий,Австралийский меринос 06 красный,Австралийский меринос 163 миндаль,Австралийский меринос 179 фиалка,Австралийский меринос 185 земляника,Австралийский меринос 195 незабудка,Австралийский меринос 251 коричневый,Австралийский меринос 255 джинсовый,Австралийский меринос 266 ликер,Австралийский меринос 272 вишня,Австралийский меринос 335 изумруд,Австралийский меринос 389 св.фиалка,Австралийский меринос 393 св.моренго,Австралийский меринос 45 т.бирюза,Австралийский меринос 571 синий",10,10;10;10;10;10;10;10;10;10
56-akril/,http://terrakot-yarn.ru/56_akril/,Акрил,140.0,87,Пехорка,Пряжа,Главная страница,,,,Состав:,100% акрил,Метраж:,300 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,87.00 руб,,,,,,,,,"/images/items/56/03840652.jpg,/images/items/56/03839601.jpg,/images/items/56/03838311.jpg,/images/items/56/03840592.jpg,/images/items/56/03838312.jpg,/images/items/56/03854798.jpg,/images/items/56/03839297.jpg,/images/items/56/03852299.jpg,/images/items/56/03858266.jpg,/images/items/56/03840593.jpg,/images/items/56/03836461.jpg,/images/items/56/03839327.jpg,/images/items/56/03852301.jpg,/images/items/56/03847665.jpg,/images/items/56/03852302.jpg,/images/items/56/03855958.jpg,/images/items/56/03848734.jpg,/images/items/56/03836462.jpg,/images/items/56/03848182.jpg,/images/items/56/03858267.jpg,/images/items/56/03840597.jpg,/images/items/56/03840598.jpg,/images/items/56/03812932.jpg","Рекомендованный номер спиц: 2,5 - 3,5мм; крючка: №2,5 - 3,5. Бережная ручная стирка, max 30°C.;Пряжа мягкая, не вызывает аллергию, подойдет для людей с очень чувствительной кожей. Имеет богатую цветовую палитру.  ","[['/images/items/56/yarn56big.jpg'], ['/images//items/56/yarn56.png']]","01 белый (0,5),02 черный (0,5),07 бордо (0,5),09 зеленое яблоко (0,5),11 ярк.розовый (0,5),125 камелия (0,5),14 мор.волна(0,5),171 весна(0,5),183 пур-пур(0,5),244 алый (0,5),251 коричневый(0,5),284 оранжевый (0,5),34 золото (0,5),344 красная глина (0,5),363 св.вишня (0,5),389 св.фиалка (0,5),447 горчица(0,5),45 т.бирюза(0,5),480 ярк.зелень(0,5),511 зеленка(0,5),80 канарейка (0,5),84 малиновый мусс (0,5),88 красный мак (0,5)",10,10;10;10;10;10;10;10;10;10
1643-supe,http://terrakot-yarn.ru/1643_superlana_midi_motif/,SUPERLANA MIDI MOTIF,210.0,129,Alize,Пряжа,Главная страница,,,,Состав:,"75% акрил, 25% шерсть",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,129.00 руб,,,,,,,,,"/images/items/1643/03858590.jpg,/images/items/1643/03858589.jpg,/images/items/1643/03858593.jpg,/images/items/1643/03858592.jpg,/images/items/1643/03858602.jpg,/images/items/1643/03858591.jpg,/images/items/1643/03858604.jpg,/images/items/1643/03858600.jpg,/images/items/1643/03858597.jpg,/images/items/1643/03858598.jpg,/images/items/1643/03858603.jpg,/images/items/1643/03858596.jpg,/images/items/1643/03858595.jpg,/images/items/1643/03858594.jpg,/images/items/1643/03858599.jpg,/images/items/1643/03858601.jpg",,"[['/images/items/1643/yarn1643big.jpg'], ['/images//items/1643/yarn1643.png']]","1674 зелен-коричн-мол.,1676 син-беж-мол.,1911 серый принт,1913 бежево-коричневый,2955 малиново-сирен.принт,2986 радужный,3007 молочн-т.сер-красн.,6916 мол-оранж-корал,6918 мол-мята-сер.,6940 мол-т.сер-сер,6941 мол-золот-беж.,6942 мол-сир.перс-сер.,6943 молочн-сер-беж,6944 мол-сер-м.волн.,6973 мол-малин-роз.,6976 мол-аспар-зел.",10,10;10;10;10;10;10;10;10;10
268-super,http://terrakot-yarn.ru/268_superlana_midi_pullu/,Superlana Midi Pullu,280.0,175,Alize,Пряжа,Главная страница,,,,Состав:,"23% шерсть, 67% акрил, 5% полиамид, 5% пайетки",Метраж:,150 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,175.00 руб,,,,,,,,,/images/items/268/03835977.jpg,"Рекомендуемый размер спиц: 5,0 - 8,0мм; крючок: №3,0 - 4,0мм. Стирка в тёплой воде (температура до 30 С).;;Пряжа Superlana Midi Pullu очень комфортна с её средней толщиной и мягкой текстурой. Пайетки ненавязчиво поблескивают, придавая определенный шарм вашему изделию.","[['/images/items/268/yarn268big.jpg'], ['/images//items/268/yarn268.png']]",56 красный,10,10;10;10;10;10;10;10;10;10
447-super,http://terrakot-yarn.ru/447_superlana_midi_mosaic/,Superlana Midi Mosaic,220.0,135,Alize,Пряжа,Главная страница,,,,Состав:,"25% шерсть, 75% акрил",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,135.00 руб,,,,,,,,,"/images/items/447/03826845.jpg,/images/items/447/03826844.jpg,/images/items/447/03825911.jpg,/images/items/447/03828420.jpg,/images/items/447/03832119.jpg,/images/items/447/03832115.jpg,/images/items/447/03836018.jpg,/images/items/447/03833962.jpg,/images/items/447/03837844.jpg,/images/items/447/03847990.jpg,/images/items/447/03847991.jpg,/images/items/447/03853480.jpg","Рекомендуемый размер спиц: 5,0  7,0мм. Плотность пязания: 10см х 10см = 11п х 15р. Стирка в тёплой воде (температура до 30 С).Элегантная и благородная твидовая пряжа. Нить очень тёплая, мягкая и приятная на ощупь, совершенно не колется. Полотно получается упругим, довольно быстро возвращается в первоначальную форму после растяжения.","[['/images/items/447/yarn447big.jpg'], ['/images//items/447/yarn447.png']]","4992 т.маренго,4996 молочный,5005 серый,5019 фрез,5024 голубой,5052 гор.шок.,5090 т.синий,5101 пыльная бирюза,5227 бордо,5504 горчица,5509 черный,5636 мор.волна",10,10;10;10;10;10;10;10;10;10
1642-supe,http://terrakot-yarn.ru/1642_superlana_midi/,SUPERLANA MIDI,190.0,118,Alize,Пряжа,Главная страница,,,,Состав:,"75% акрил, 25% шерсть",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,118.00 руб,,,,,,,,,"/images/items/1642/03858509.jpg,/images/items/1642/03858505.jpg,/images/items/1642/03858543.jpg,/images/items/1642/03858511.jpg,/images/items/1642/03858529.jpg,/images/items/1642/03858548.jpg,/images/items/1642/03858514.jpg,/images/items/1642/03858538.jpg,/images/items/1642/03858531.jpg,/images/items/1642/03858549.jpg,/images/items/1642/03858517.jpg,/images/items/1642/03858516.jpg,/images/items/1642/03858553.jpg,/images/items/1642/03858506.jpg,/images/items/1642/03858525.jpg,/images/items/1642/03858532.jpg,/images/items/1642/03858502.jpg,/images/items/1642/03858521.jpg,/images/items/1642/03858545.jpg,/images/items/1642/03858526.jpg,/images/items/1642/03858536.jpg,/images/items/1642/03858513.jpg,/images/items/1642/03858527.jpg,/images/items/1642/03858547.jpg,/images/items/1642/03858550.jpg,/images/items/1642/03858551.jpg,/images/items/1642/03858533.jpg,/images/items/1642/03858503.jpg,/images/items/1642/03858552.jpg,/images/items/1642/03858540.jpg,/images/items/1642/03858544.jpg,/images/items/1642/03858504.jpg,/images/items/1642/03858518.jpg,/images/items/1642/03858542.jpg,/images/items/1642/03858539.jpg,/images/items/1642/03858528.jpg,/images/items/1642/03858507.jpg,/images/items/1642/03858554.jpg,/images/items/1642/03858530.jpg,/images/items/1642/03858546.jpg,/images/items/1642/03858537.jpg,/images/items/1642/03858510.jpg",,"[['/images/items/1642/yarn1642big.jpg'], ['/images//items/1642/yarn1642.png']]","01 сливочный,02 шафран,05 бежевый,111 сливовый,141 василёк,152 натуральный,155 т.бирюзовый,161 пудра,182 т.серый,196 т.серый меланж,207 натуральный беж.,208 св.серый,21 сер.меланж,212 петрольный,214 оливковый,215 синий джинс,234 т.золото,240 кофе,241 т.зеленый,26 шоколад,28 св.брусничный,287 св.бирюзовый,310 медовый,345 хаки,381 морская волна,388 пурпурный,390 яр.вишня,426 т.зелёный,480 голубая норка,488 т.желтый,495 рубин,499 карамель,50 ярк.цикламен,55 белый,56 т.красный,57 бордо,58 т.синий,60 черный,601 чёрно-белый меланж,62 молочный,649 т.цикламен,663 серый меланж,800 антрацитовый меланж,801 св.серый меланж,803 бежевый меланж,804 коричневый меланж,805 т.синий меланж,87 угольно серый,902 джинс.-т.серый меланж",10,10;10;10;10;10;10;10;10;10
1462-supe,http://terrakot-yarn.ru/1462_superlana_maxi_multicolor/,SUPERLANA MAXI MULTICOLOR,210.0,129,Alize,Пряжа,Главная страница,,,,Состав:,25% шерсть - 75% акрил,Метраж:,100 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,129.00 руб,,,,,,,,,"/images/items/1462/03853047.jpg,/images/items/1462/03853045.jpg,/images/items/1462/03853050.jpg,/images/items/1462/03853052.jpg,/images/items/1462/03853044.jpg",,"[['/images/items/1462/yarn1462big.jpg'], ['/images//items/1462/yarn1462.png']]","52088 зел-алый-суров.,52141 вас-полынь-терр.,52148 черн-зел-желт.,52150 шафран-аспарагус,52151 красн-желт-зел.",10,10;10;10;10;10;10;10;10;10
1486-supe,http://terrakot-yarn.ru/1486_superlana_maxi_long_batik/,SUPERLANA MAXI LONG BATIK,530.0,331,Alize,Пряжа,Главная страница,,,,Состав:,"25% шерсть, 75% акрил",Метраж:,250 м,Вес мотка:,250 гр,Вес упаковки:,500 гр (2 мотков),Цена за 1 моток:,331.00 руб,,,,,,,,,"/images/items/1486/03854511.jpg,/images/items/1486/03854509.jpg,/images/items/1486/03854539.jpg,/images/items/1486/03855617.jpg,/images/items/1486/03854508.jpg,/images/items/1486/03853686.jpg,/images/items/1486/03854512.jpg,/images/items/1486/03853746.jpg,/images/items/1486/03853685.jpg,/images/items/1486/03854510.jpg,/images/items/1486/03853747.jpg","Рекомендуемый размер спиц  №810, крючка  78.Плотная, толстенькая нить для любителей «быстрого» вязания. Не скатывается, не деформируется, отлично держит форму, подходит как для шапок, шарфов, снудов, так и для объемных теплых свитеров, кардиганов, курток и пальто. Представлена в батиковых расцветках.","[['/images/items/1486/yarn1486big.jpg'], ['/images//items/1486/yarn1486.png']]","6767 черн-серый,6768 т.роз-малин-сер,6769 розов,меланж,6770 пес-беж-корич-сур.,6771 т,беж-тер-оран-пес,6772 крас-шок-шамп.,6773 т.син-гол-бир.,6775 зел-желт.,6776 роз-бир-зел.,6777 джин-зел-беж,6778 лиловый-зелен.,6781 сир-беж-шафр.",10,10;10;10;10;10;10;10;10;10
