sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_optoins0,list_optoins_value0,list_options5,list_optoins_value5,list_optoins1,list_optoins_value1,list_optoins2,list_optoins_value2,list_optoins3,list_optoins_value3,list_optoins4,list_optoins_value4,price_skidka,list_img,description,img_color,name_color,quantity,quantity opc
560-azhur,http://terrakot-yarn.ru/560_azhurnaja/,Ажурная,110.0,71,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,,,Метраж:,280 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,110.0,,"/images/items/560/03845268.jpg,/images/items/560/03844630.jpg,/images/items/560/03844850.jpg,/images/items/560/03844597.jpg,/images/items/560/03845269.jpg,/images/items/560/03844851.jpg,/images/items/560/03850039.jpg,/images/items/560/03844600.jpg,/images/items/560/03845276.jpg,/images/items/560/03844601.jpg,/images/items/560/03845270.jpg,/images/items/560/03844602.jpg,/images/items/560/03845271.jpg,/images/items/560/03845272.jpg,/images/items/560/03845273.jpg,/images/items/560/03852309.jpg,/images/items/560/03844852.jpg,/images/items/560/03844603.jpg,/images/items/560/03850040.jpg,/images/items/560/03845274.jpg,/images/items/560/03846069.jpg,/images/items/560/03844604.jpg,/images/items/560/03851105.jpg,/images/items/560/03844853.jpg,/images/items/560/03844605.jpg,/images/items/560/03844606.jpg,/images/items/560/03846441.jpg,/images/items/560/03846071.jpg","Рекомендованный номер крючка: №1,2 - 1,5. Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Ажурная"". Отлично подойдет для вывязывания ажурных салфеток и скатертей. Туники, летние береты, шапочки - вот тот небольшой ассортимент изделий, которые можно связать из этой пряжи. ","[['/images/items/560/yarn560big.jpg'], ['/images//items/560/yarn560.png']]","05 голубой,07 бордо,08 св.серый,12 желток,14 морская волна,15 т.голубой,173 грильяж,179 фиалка,180 св.бегония,181 жемчуг,189 яркооранжевый,194 рыжик,20 розовый,21 брусника,22 сирень,223 св.бирюза,26 василек,393 св.моренго,411 мята,439 малиновый,447 горчица,480 ярк.зелень,485 желт.оранж.,511 зелёнка,63 льдинка,65 экзотика,74 крокус,787 марсала",10,10;10;10;10;10;10;10;10;10
572-avstr,http://terrakot-yarn.ru/572_avstralijskij_merinos/,Австралийский Меринос,430.0,268,Пехорка,Пряжа,Главная страница,,,,Состав:,"95% мериносовая шерсть, 5% акрил высокообъёмный",,,Метраж:,400 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,430.0,,"/images/items/572/03843039.jpg,/images/items/572/03842588.jpg,/images/items/572/03853948.jpg,/images/items/572/03848175.jpg,/images/items/572/03854805.jpg,/images/items/572/03857325.jpg,/images/items/572/03843345.jpg,/images/items/572/03842591.jpg,/images/items/572/03843346.jpg,/images/items/572/03857326.jpg,/images/items/572/03849393.jpg,/images/items/572/03853949.jpg,/images/items/572/03842593.jpg,/images/items/572/03842596.jpg,/images/items/572/03843347.jpg,/images/items/572/03847299.jpg,/images/items/572/03847300.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;""Австралийский меринос"" - пряжа премиум класса, изготовленна из высокачественной шерсти, полученной от специальной мериносовой породы овец. Изделия выполняют функцию теплообмена, подойдет даже для очень чувствительной кожи. Можно вязать как в одну ниточку, так и в две. Вещи, связанные из этой пряжи, смотрятся фактурно, узоры получаются рельефными.","[['/images/items/572/yarn572big.jpg'], ['/images//items/572/yarn572.png']]","Австралийский меринос 01 белый,Австралийский меринос 02 черный,Австралийский меринос 04 т.синий,Австралийский меринос 06 красный,Австралийский меринос 163 миндаль,Австралийский меринос 179 фиалка,Австралийский меринос 185 земляника,Австралийский меринос 195 незабудка,Австралийский меринос 251 коричневый,Австралийский меринос 255 джинсовый,Австралийский меринос 266 ликер,Австралийский меринос 272 вишня,Австралийский меринос 335 изумруд,Австралийский меринос 389 св.фиалка,Австралийский меринос 393 св.моренго,Австралийский меринос 45 т.бирюза,Австралийский меринос 571 синий",10,10;10;10;10;10;10;10;10;10
161-pion/,http://terrakot-yarn.ru/161_pion/,Пион,70.0,42,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,"70% хлопок, 30% вискоза",,,Метраж:,250 м,Вес мотка:,50 гр,Вес упаковки:,300 гр (6 мотков),Цена за 1 моток:,70.0,,"/images/items/161/03825154.jpg,/images/items/161/03824438.jpg,/images/items/161/03854152.jpg,/images/items/161/03827676.jpg,/images/items/161/03824437.jpg,/images/items/161/03824436.jpg,/images/items/161/03824434.jpg,/images/items/161/03827671.jpg,/images/items/161/03829553.jpg,/images/items/161/03835304.jpg,/images/items/161/03831473.jpg,/images/items/161/03831157.jpg,/images/items/161/03829555.jpg,/images/items/161/03824442.jpg,/images/items/161/03816956.jpg,/images/items/161/03824441.jpg,/images/items/161/03831474.jpg,/images/items/161/03831475.jpg,/images/items/161/03839746.jpg,/images/items/161/03831476.jpg,/images/items/161/03824440.jpg,/images/items/161/03855141.jpg,/images/items/161/03839319.jpg,/images/items/161/03825155.jpg","Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Пряжа «Пион» пригодится тем, кто решил пополнить гардероб летней одеждой. Для работы можно взять крючок или спицы. Благодаря шелковистому блеску, любые модели будут выглядеть эффектно. Прекрасно смотрится сочетание глади, связанной на спицах, и кружева, выполненного крючком. Такие модели получаются женственными и романтичными. Можно вязать и ажурными узорами – это как раз то, что подойдет для летней одежды. ","[['/images/items/161/yarn161big.jpg'], ['/images//items/161/yarn161.png']]","0101 белый,0102 молочный,0103 суровый,0502 св.терракот,0602 само,0701 св.бегония,0703 гвоздика,0801 розовый,0803 св.мальва,0805 ярк.малина,1001 пыльная астра,1302 сирень,1601 св.голубой,1901 голубая бирюза,2001 водолей,2002 св.бирюза,2102 мята,2301 зелёное яблоко,2504 св.зелень,2602 табак,2702 св.оливковый,3302 св.какао,3600 беж натуральный,4302 стальной,4305 чёрный",10,10;10;10;10;10;10;10;10;10
147-narci,http://terrakot-yarn.ru/147_narciss/,Нарцисс,240.0,147,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,,,Метраж:,395 м,Вес мотка:,100 гр,Вес упаковки:,600 гр (6 мотков),Цена за 1 моток:,240.0,,"/images/items/147/03830391.jpg,/images/items/147/03830392.jpg,/images/items/147/03851570.jpg,/images/items/147/03830796.jpg,/images/items/147/03835317.jpg,/images/items/147/03854285.jpg,/images/items/147/03839745.jpg,/images/items/147/03854284.jpg,/images/items/147/03851571.jpg,/images/items/147/03851566.jpg,/images/items/147/03833934.jpg,/images/items/147/03855146.jpg,/images/items/147/03852340.jpg,/images/items/147/03829844.jpg,/images/items/147/03852339.jpg,/images/items/147/03830394.jpg",,"[['/images/items/147/yarn147big.jpg'], ['/images//items/147/yarn147.png']]","(6) 0101 белый,(6) 0204 лимон,(6) 0305 желтый,(6) 0602 чайная роза,(6) 0710 апельсин,(6) 0802 само,(6) 0906 красный,(6) 1002 бл  розовый,(6) 1006 св  розовый,(6) 1012 багряный,(6) 1104 розовый,(6) 1110 мальва,(6) 1112 ярк.флокс,(6) 1204 бордо,(6) 1510,(6) 1702 астра,(6) 2106 сиреневый,(6) 2112 лиловый,(6) 2306 св. колок,(6) 2411 синий,(6) 2608 гиацинт,(6) 2614 синий темн.,(6) 2714 василек,(6) 3006 гол.бирюза,(6) 3010 т.бирюза,(6) 3910 зеленый,(6) 4110 т.зеленый,(6) 4706 яр.салат,(6) 5610 бордо,(6) 5704 какао,(6) 5710 гор.шоколад,(6) 5810 т.золото,(6) 5812 т.терракот,(6) 5902 св.песок,(6) 6404 какао,(6) 7004 серый,(6) 7110 стальной,(6) 7214 черный",10,10;10;10;10;10;10;10;10;10
157-malva,http://terrakot-yarn.ru/157_malva/,Мальва,120.0,77,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,"50% хлопок, 50% вискоза",,,Метраж:,350 м,Вес мотка:,75 гр,Вес упаковки:,600 гр (8 мотков),Цена за 1 моток:,120.0,,"/images/items/157/03851555.jpg,/images/items/157/03852335.jpg,/images/items/157/03851554.jpg,/images/items/157/03851559.jpg,/images/items/157/03851557.jpg",,"[['/images/items/157/yarn157big.jpg'], ['/images//items/157/yarn157.png']]","0703 красный,0801 розовый,2504 зеленый,4302 серый,4305 черный",10,10;10;10;10;10;10;10;10;10
1415-lili,http://terrakot-yarn.ru/1415_lilija_pnk_6/,ЛИЛИЯ ПНК 6,80.0,50,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% джут,,,Метраж:,180 м,Вес мотка:,100 гр,Вес упаковки:,0 гр (0 мотков),Цена за 1 моток:,80.0,,,,"[['/images/items/1415/yarn1415big.jpg'], ['/images//items/1415/yarn1415.png']]","Лилия ПНК 0101 белый(6),Лилия ПНК 0102 молоч (6),Лилия ПНК 0703 красный (6),Лилия ПНК 3003 персик (6),Лилия ПНК 3101 само(6),Лилия ПНК 3600 натур (6),Лилия ПНК 4302 (6) серый,Лилия ПНК 4305 черн (6)",10,10;10;10;10;10;10;10;10;10
155-lilij,http://terrakot-yarn.ru/155_lilija/,Лилия,290.0,180,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% хлопок,,,Метраж:,440 м,Вес мотка:,75 гр,Вес упаковки:,450 гр (6 мотков),Цена за 1 моток:,290.0,,,"Рекомендуемый размер спиц: 1,5-2,0мм: крючок №1,25 - 1,75. Бережная машинная стирка, max 30°C.;Пряжа идеально подходит для вязания летних изделий, ее можно безбоязненно использовать для создания детской одежды. Ниточка имеет хорошую крутку, легка в работе.","[['/images/items/155/yarn155big.jpg'], ['/images//items/155/yarn155.png']]","166, , 1, черный",10,10;10;10;10;10;10;10;10;10
159-kudel,http://terrakot-yarn.ru/159_kudelnica/,Кудельница,200.0,127,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,"40% лён, 60% хлопок",,,Метраж:,500 м,Вес мотка:,100 гр,Вес упаковки:,800 гр (8 мотков),Цена за 1 моток:,200.0,,/images/items/159/03830808.jpg,"Рекомендованный номер спиц: 2,0 - 2,5мм; крючка: №2,0 - 2,5. Бережная ручная стирка, max 30°C.;Пряжа «Кудельница» превосходно подходит для вязания крючком ажурных узоров. Так же хороша пряжа для изготовления различных аксессуаров. После стирки не рекомендуется изделия выкручивать, сушить в разложенном виде. Не деформируется при тепловой обработке.","[['/images/items/159/yarn159big.jpg'], ['/images//items/159/yarn159.png']]",3600 лен,10,10;10;10;10;10;10;10;10;10
146-iris-,http://terrakot-yarn.ru/146_iris_300/,Ирис 300,810.0,507,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,,,Метраж:,1800 м,Вес мотка:,300 гр,Вес упаковки:,900 гр (3 мотков),Цена за 1 моток:,810.0,,"/images/items/146/03825013.jpg,/images/items/146/03828365.jpg,/images/items/146/03825009.jpg,/images/items/146/03825024.jpg,/images/items/146/03835575.jpg,/images/items/146/03839314.jpg,/images/items/146/03825023.jpg,/images/items/146/03825010.jpg,/images/items/146/03825004.jpg,/images/items/146/03825020.jpg,/images/items/146/03829537.jpg,/images/items/146/03838235.jpg,/images/items/146/03828366.jpg,/images/items/146/03825008.jpg,/images/items/146/03846546.jpg,/images/items/146/03825021.jpg,/images/items/146/03835577.jpg,/images/items/146/03829538.jpg,/images/items/146/03825017.jpg,/images/items/146/03825007.jpg,/images/items/146/03825011.jpg,/images/items/146/03828369.jpg,/images/items/146/03827668.jpg,/images/items/146/03830387.jpg,/images/items/146/03831006.jpg,/images/items/146/03825019.jpg,/images/items/146/03830791.jpg,/images/items/146/03825002.jpg,/images/items/146/03825022.jpg,/images/items/146/03828370.jpg,/images/items/146/03850014.jpg,/images/items/146/03839315.jpg,/images/items/146/03851543.jpg,/images/items/146/03843502.jpg,/images/items/146/03843503.jpg,/images/items/146/03827669.jpg,/images/items/146/03843504.jpg,/images/items/146/03851544.jpg,/images/items/146/03850015.jpg,/images/items/146/03850016.jpg,/images/items/146/00003600.jpg","Рекомендованный номер крючка: №1,0 - 1,5. Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Ирис 300"". Отлично подойдет для вывязывания ажурных салфеток и скатертей.","[['/images/items/146/yarn146big.jpg'], ['/images//items/146/yarn146.png']]","0101 белый,0102 молочный,0204 лимон,0512 шафран,0604 бл.абрикос,0713 т.оранж,0904 красный,1002 св.бегония,1006 миндальный,1104 розовый,1110 мальва,1112 ярк.мальва,1206,1404 розово-сиреневый,1410 цикламен,1502 т.розовый,1602 св.абрикос,1702 бл.астра,1706 сирень,2106 сирень,2112 сир. перс,2212 т.фиолет,2306 сирень,2411 синий,2602 талая вода,2706 голубой,3006 гол.бирюза,3010 т.бирюза,3104 голубой,3506 ментол,3904 св.зелень,3908 св.зеленый,3910 зелёный,4002 бл.салат,4110 яркая зелень,4706 яр.салат,4806 аспарагус,5502 св.песок,5704 какао,5806 т.золото,5810 керамика,5812 т.керамика,5902 св.песок,6512 коричневый,6602 лён,6704 зеленый,7004 серый,7212 антрацит,7214 чёрный",10,10;10;10;10;10;10;10;10;10
145-iris-,http://terrakot-yarn.ru/145_iris_25/,Ирис 25,80.0,47,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,,,Метраж:,150 м,Вес мотка:,25 гр,Вес упаковки:,500 гр (20 мотков),Цена за 1 моток:,80.0,,"/images/items/145/03825068.jpg,/images/items/145/03825067.jpg,/images/items/145/03825136.jpg,/images/items/145/03825069.jpg,/images/items/145/03829529.jpg,/images/items/145/03825077.jpg,/images/items/145/03825072.jpg,/images/items/145/03825074.jpg,/images/items/145/03825075.jpg,/images/items/145/03825076.jpg,/images/items/145/03825066.jpg,/images/items/145/03825065.jpg,/images/items/145/03825064.jpg,/images/items/145/03825140.jpg,/images/items/145/03825062.jpg,/images/items/145/03850577.jpg,/images/items/145/03829531.jpg,/images/items/145/03825061.jpg,/images/items/145/03839743.jpg,/images/items/145/03825060.jpg,/images/items/145/03829532.jpg,/images/items/145/03825143.jpg,/images/items/145/03829533.jpg,/images/items/145/03825058.jpg,/images/items/145/03825144.jpg,/images/items/145/03825046.jpg,/images/items/145/03825054.jpg,/images/items/145/03825053.jpg,/images/items/145/03825146.jpg,/images/items/145/03825147.jpg,/images/items/145/03825148.jpg,/images/items/145/03825052.jpg,/images/items/145/03835301.jpg,/images/items/145/03838233.jpg,/images/items/145/03850010.jpg,/images/items/145/03825050.jpg,/images/items/145/03825045.jpg,/images/items/145/03828363.jpg,/images/items/145/03830790.jpg,/images/items/145/03828364.jpg,/images/items/145/03839610.jpg,/images/items/145/03850011.jpg,/images/items/145/03825057.jpg,/images/items/145/03831470.jpg,/images/items/145/03825055.jpg,/images/items/145/03825056.jpg,/images/items/145/03839313.jpg,/images/items/145/03844244.jpg,/images/items/145/03840056.jpg,/images/items/145/03825152.jpg,/images/items/145/03847318.jpg,/images/items/145/00003599.jpg","Рекомендованный номер крючка: №1,0 - 1,5. Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Ирис 25"". Отлично подойдет для вывязывания ажурных салфеток и скатертей.","[['/images/items/145/yarn145big.jpg'], ['/images//items/145/yarn145.png']]","0101 белый,0102 молочный,0103 суровый,0204 лимон,0305 жёлтый,0710 оранж,0802 само,0904 красный,1012 багряный,1104 розовый,1110 мальва,1204 бордо,1404 розово-сиреневый,1410 яркая фуксия,1502 клевер,1614 св.кирпичный,1702 бл.астра,1710 лиловый,2006 баклажан,2106 сирень,2112 т.лиловый,2306 св.колокольчик,2411 синий,2508 св.синий,2602 талая вода,2704 св.голубой,2706 голубой,2714 василёк,3002 ледяной,3006 голубая бирюза,3010 т.бирюза,3106 т.гол.бирюза,3506 св.зел.бирюза,3514 зеленая бирюза,3807 темн.зеленый,3910 трава,4110 изумрудная зелень,4706 яр.салат,4806 т.салат,5006 горчица,5502 св.песок,5704 какао,5710 горький шоколад,5812 т.терракот,5902 св.песок,5904 св.беж,6404 пыльный беж,6602 лён,7002 св.серый,7004 серый,7212 антрацит,7214 чёрный",10,10;10;10;10;10;10;10;10;10
1639-dets,http://terrakot-yarn.ru/1639_detskaja_skazka/,ДЕТСКАЯ СКАЗКА,160.0,98,ПНК им. Кирова,Пряжа,Главная страница,,,,Состав:,100% хлопок,,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,800 гр (8 мотков),Цена за 1 моток:,160.0,,"/images/items/1639/03858208.jpg,/images/items/1639/03858210.jpg,/images/items/1639/03858207.jpg",,"[['/images/items/1639/yarn1639big.jpg'], ['/images//items/1639/yarn1639.png']]","Детская Сказка 0303 желток,Детская Сказка 0801 розовый,Детская Сказка 2102 мята",10,10;10;10;10;10;10;10;10;10
1592-lidi,http://terrakot-yarn.ru/1592_lidiya_wool_b_(lidija_chsh_v_bobinah)/,LIDIYA WOOL B (Лидия ЧШ в бобинах),2340.0,1462,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,100% шерсть. Цена указана за 1 кг. Окончательная цена будет указана в накладной после взвешивания бобины,,,Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,2340.0,,"/images/items/1592/03856715.jpg,/images/items/1592/03856698.jpg,/images/items/1592/03856699.jpg,/images/items/1592/03856713.jpg,/images/items/1592/03856706.jpg,/images/items/1592/03856702.jpg,/images/items/1592/03856700.jpg,/images/items/1592/03856708.jpg,/images/items/1592/03856718.jpg,/images/items/1592/03856717.jpg",,"[['/images/items/1592/yarn1592big.jpg'], ['/images//items/1592/yarn1592.png']]","32-2, Lidiya Wool B, 1440, лесной эльф,32-2, Lidiya Wool B, 17, св.беж.,32-2, Lidiya Wool B, 25, суровый,32-2, Lidiya Wool B, 90003, голуб_2,32-2, Lidiya Wool B, 90028, песоч_v2,32-2, Lidiya Wool B, 90056, сталь_v2,32-2, Lidiya Wool B, 90139, орхид_v2,32-2, Lidiya Wool B, 90158, флокс_v2,32-2, Lidiya Wool B, 90666, кофе_v2,32-2, Lidiya Wool B, серый мох,32-2, Lidiya Wool B, фиалка",10,10;10;10;10;10;10;10;10;10
1591-lidi,http://terrakot-yarn.ru/1591_lidiya_b_silver_(lidija_psh_silver_v_bobinah)/,LIDIYA B SILVER (Лидия ПШ сильвер в бобинах),1940.0,1210,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил. Цена указана за 1 кг. Окончательная цена будет указана в накладной после взвешивания бобины",,,Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,1940.0,,"/images/items/1591/03856654.jpg,/images/items/1591/03856653.jpg",,"[['/images/items/1591/yarn1591big.jpg'], ['/images//items/1591/yarn1591.png']]","50Н50Я32-2, Lidiya B silver, 131, мадонна,50Н50Я32-2, Lidiya B silver, 621, какао",10,10;10;10;10;10;10;10;10;10
1590-lidi,http://terrakot-yarn.ru/1590_lidiya_b_(lidija_psh_v_bobinah)/,LIDIYA B (Лидия ПШ в бобинах),1630.0,1017,ПРЯЖА В БОБИНАХ,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил
Цена указана за 1 кг. Окончательная цена будет указана только после взвешивания бобины",,,Метраж:,1600 м,Вес мотка:,1000 гр,Вес упаковки:,1000 гр (1 мотков),Цена за 1 моток:,1630.0,,"/images/items/1590/03856663.jpg,/images/items/1590/03856676.jpg,/images/items/1590/03856675.jpg,/images/items/1590/03856660.jpg,/images/items/1590/03856665.jpg,/images/items/1590/03856682.jpg,/images/items/1590/03856657.jpg,/images/items/1590/03856685.jpg,/images/items/1590/03856658.jpg,/images/items/1590/03856683.jpg",,"[['/images/items/1590/yarn1590big.jpg'], ['/images//items/1590/yarn1590.png']]","50Н32-2, Lidiya B, 139, орхидея,50Н32-2, Lidiya B, 233, речной жемчуг,50Н32-2, Lidiya B, 30, фрез,50Н32-2, Lidiya B, 4012, имбирь,50Н32-2, Lidiya B, 52039, беж.св.меланж,50Н32-2, Lidiya B, 65, сир.дали,50Н32-2, Lidiya B, 666, кофе,50Н32-2, Lidiya B, 667, св.айва,50Н32-2, Lidiya B, 67, полынь,50Н32-2, Lidiya B, 7297, гроза",10,10;10;10;10;10;10;10;10;10
1505-svet,http://terrakot-yarn.ru/1505_svetlana_wool_(svetlana_chsh)/,SVETLANA WOOL (Светлана ЧШ),340.0,210,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"95% шерсть, 5% акрил",,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,340.0,,"/images/items/1505/03838208.jpg,/images/items/1505/03848575.jpg,/images/items/1505/03848576.jpg,/images/items/1505/03841506.jpg",,"[['/images/items/1505/yarn1505big.jpg'], ['/images//items/1505/yarn1505.png']]","10255, SvetlanaWool, 1, черный,10255, SvetlanaWool, 1443, махагон,10255, SvetlanaWool, 25, суровый,10255, SvetlanaWool, 964, ультрабелый",10,10;10;10;10;10;10;10;10;10
128-svetl,http://terrakot-yarn.ru/128_svetlana_(svetlana_psh)/,Svetlana (Светлана ПШ),270.0,167,Семёновская пряжа,Пряжа,Главная страница,,,,Состав:,"50% шерсть, 50% акрил",,,Метраж:,250 м,Вес мотка:,100 гр,Вес упаковки:,1000 гр (10 мотков),Цена за 1 моток:,270.0,,"/images/items/128/03828105.jpg,/images/items/128/03828633.jpg,/images/items/128/03832009.jpg,/images/items/128/03828614.jpg,/images/items/128/03828621.jpg,/images/items/128/03833890.jpg,/images/items/128/03834412.jpg,/images/items/128/03828620.jpg,/images/items/128/03841452.jpg,/images/items/128/03834732.jpg,/images/items/128/03833566.jpg,/images/items/128/03833892.jpg,/images/items/128/03835654.jpg,/images/items/128/03834733.jpg,/images/items/128/03835653.jpg,/images/items/128/03837210.jpg,/images/items/128/03828623.jpg,/images/items/128/03828630.jpg,/images/items/128/03833894.jpg,/images/items/128/03830041.jpg,/images/items/128/03828615.jpg,/images/items/128/03845808.jpg,/images/items/128/03834410.jpg,/images/items/128/03837213.jpg,/images/items/128/03828619.jpg,/images/items/128/03832008.jpg,/images/items/128/03828628.jpg,/images/items/128/03828629.jpg,/images/items/128/03837208.jpg,/images/items/128/03851417.jpg,/images/items/128/03846908.jpg,/images/items/128/03848604.jpg,/images/items/128/03845806.jpg,/images/items/128/03844926.jpg,/images/items/128/03847368.jpg,/images/items/128/03845805.jpg,/images/items/128/03847937.jpg,/images/items/128/03847367.jpg,/images/items/128/03844924.jpg,/images/items/128/03837212.jpg,/images/items/128/03833895.jpg,/images/items/128/03839799.jpg,/images/items/128/03833035.jpg,/images/items/128/03828104.jpg","Рекомендованный номер спиц: 3,0 - 3,5мм; крючка: №3,0 - 3,5. Бережная ручная стирка, max 30°C.;;;Полушерстяная пряжа ""Светлана"" предназначена, в первую очередь, для вязания практичной одежды - свитеров, кофт или жакетов. В вещах, связанных из пряжи ""Светлана"" Вам будет комфортно и тепло. Полушерстяная пряжа – самая износостойкая и практичная. Связанные из нее вещи долго сохраняют форму, стираются легко, сохнут быстро, а носятся с удовольствием. Из объемной пряжи можно за несколько дней связать удобный кардиган-плед. А если украсить его рельефными косами, помпонами или кистями – гардероб пополнится яркой, ультрамодной вещью. Прекрасно смотрятся и другие хиты, связанные из этой пряжи: пальто, свободные свитера, объемные шарфы и жилеты со всевозможными узорами.","[['/images/items/128/yarn128big.jpg'], ['/images//items/128/yarn128.png']]","10198, Svetlana, 1, черный,10198, Svetlana, 10, фисташк,10198, Svetlana, 10968, гвозд_NEW,10198, Svetlana, 122, зел.ябл,10198, Svetlana, 13, бордо,10198, Svetlana, 13378, какао_NEW,10198, Svetlana, 13389, кофе_NEW,10198, Svetlana, 139, орхидея,10198, Svetlana, 1437, зел.янтарь,10198, Svetlana, 1441, т.орхидея,10198, Svetlana, 1443, махагон,10198, Svetlana, 154, абрикос,10198, Svetlana, 171, гвоздика,10198, Svetlana, 180, василёк,10198, Svetlana, 20, розовый,10198, Svetlana, 213, кармин,10198, Svetlana, 215, георгин,10198, Svetlana, 216, канарейка,10198, Svetlana, 219, т.золото,10198, Svetlana, 233, речн.жемчуг,10198, Svetlana, 245, т.маренго,10198, Svetlana, 25, суровый,10198, Svetlana, 28, песочн.,10198, Svetlana, 3, голубой,10198, Svetlana, 331, матр.син,10198, Svetlana, 343, айсберг,10198, Svetlana, 345, липа,10198, Svetlana, 42, маренго,10198, Svetlana, 51, бруснич,10198, Svetlana, 54027, колок_NEW,10198, Svetlana, 56, стальн.,10198, Svetlana, 62, т.зелёный,10198, Svetlana, 670, морков.,10198, Svetlana, 70015, террак_v2,10198, Svetlana, 70021, т.корал_v2,10198, Svetlana, 70027, мор.вол_v2,10198, Svetlana, 70039, изумр_v2,10198, Svetlana, 70050, фуксия_v2,10198, Svetlana, 70158, флокс_v2,10198, Svetlana, 70220, астра_v2,10198, Svetlana, 70666, кофе_v2,10198, Svetlana, 70920, зел.бир_v2,10198, Svetlana, 71130, ангора_v2,10198, Svetlana, 772, шампанск.,10198, Svetlana, 79, ярк.роз.,10198, Svetlana, 951, графит,10198, Svetlana, 955, гиацинт,10198, Svetlana, 964, ультрабелый",10,10;10;10;10;10;10;10;10;10
